cnpj;razao_social;data_autorizacao;prefixo;descricao_linha;tipo_veiculo;sentido;horario;segunda_feira;terca_feira;quarta_feira;quinta_feira;sexta_feira;sabado;domingo;janeiro;fevereiro;marco;abril;maio;junho;julho;agosto;setembro;outubro;novembro;dezembro
23.542.573/0001-42;CONSÓRCIO GUANABARA DE TRANSPORTES;01/01/2016;11-0016-61;CUIABA(MT) - RIO DE JANEIRO(RJ);EXECUTIVO;volta;12:00;x;;;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
23.542.573/0001-42;CONSÓRCIO GUANABARA DE TRANSPORTES;01/01/2016;11-0016-61;CUIABA(MT) - RIO DE JANEIRO(RJ);EXECUTIVO;volta;23:30;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
23.542.573/0001-42;CONSÓRCIO GUANABARA DE TRANSPORTES;01/01/2016;12-0149-00;BRASILIA(DF) - RIO DE JANEIRO(RJ);CONVEN. C/ SANITÁRIO;ida;20:30;;;x;;;;;x;x;x;x;x;x;x;x;x;x;x;x
23.542.573/0001-42;CONSÓRCIO GUANABARA DE TRANSPORTES;01/01/2016;12-0149-00;BRASILIA(DF) - RIO DE JANEIRO(RJ);CONVEN. C/ SANITÁRIO;volta;20:30;;;x;;;;;x;x;x;x;x;x;x;x;x;x;x;x
23.542.573/0001-42;CONSÓRCIO GUANABARA DE TRANSPORTES;01/01/2016;12-0149-41;BRASILIA(DF) - RIO DE JANEIRO(RJ);LEITO COM AR;ida;20:30;;;x;;;;;x;x;x;x;x;x;x;x;x;x;x;x
23.542.573/0001-42;CONSÓRCIO GUANABARA DE TRANSPORTES;01/01/2016;12-0149-41;BRASILIA(DF) - RIO DE JANEIRO(RJ);LEITO COM AR;ida;20:30;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
23.542.573/0001-42;CONSÓRCIO GUANABARA DE TRANSPORTES;01/01/2016;12-0149-41;BRASILIA(DF) - RIO DE JANEIRO(RJ);LEITO COM AR;volta;20:30;;;x;;;;;x;x;x;x;x;x;x;x;x;x;x;x
23.542.573/0001-42;CONSÓRCIO GUANABARA DE TRANSPORTES;01/01/2016;12-0149-41;BRASILIA(DF) - RIO DE JANEIRO(RJ);LEITO COM AR;volta;20:30;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
23.542.573/0001-42;CONSÓRCIO GUANABARA DE TRANSPORTES;01/01/2016;12-0149-61;BRASILIA(DF) - RIO DE JANEIRO(RJ);EXECUTIVO;ida;20:30;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
23.542.573/0001-42;CONSÓRCIO GUANABARA DE TRANSPORTES;01/01/2016;12-0149-61;BRASILIA(DF) - RIO DE JANEIRO(RJ);EXECUTIVO;volta;20:30;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
23.542.573/0001-42;CONSÓRCIO GUANABARA DE TRANSPORTES;03/02/2020;12-0445-00;ITUMBIARA(GO) - UBERABA(MG);CONVEN. C/ SANITÁRIO;ida;07:30;;;;;x;;;x;;;;;;;;;;;
23.542.573/0001-42;CONSÓRCIO GUANABARA DE TRANSPORTES;03/02/2020;12-0445-00;ITUMBIARA(GO) - UBERABA(MG);CONVEN. C/ SANITÁRIO;volta;15:30;;;;;;;x;x;;;;;;;;;;;
23.542.573/0001-42;CONSÓRCIO GUANABARA DE TRANSPORTES;03/02/2020;12-0457-00;RIO VERDE(GO) - RIBEIRAO PRETO(SP);CONVEN. C/ SANITÁRIO;ida;08:30;;;;;x;;;x;;;;;;;;;;;
23.542.573/0001-42;CONSÓRCIO GUANABARA DE TRANSPORTES;03/02/2020;12-0457-00;RIO VERDE(GO) - RIBEIRAO PRETO(SP);CONVEN. C/ SANITÁRIO;volta;12:00;;;;;;;x;x;;;;;;;;;;;
91.458.133/0001-61;CONSTANTINA TURISMO LTDA.;22/07/2016;10-0005-00;CASCA(RS) - JURUENA(MT);CONVEN. C/ SANITÁRIO;ida;07:00;;;;;x;;;x;x;x;x;x;x;x;x;x;x;x;x
91.458.133/0001-61;CONSTANTINA TURISMO LTDA.;22/07/2016;10-0005-00;CASCA(RS) - JURUENA(MT);CONVEN. C/ SANITÁRIO;ida;07:30;;;;;x;;;x;x;x;x;x;x;x;x;x;x;x;x
91.458.133/0001-61;CONSTANTINA TURISMO LTDA.;22/07/2016;10-0005-00;CASCA(RS) - JURUENA(MT);CONVEN. C/ SANITÁRIO;volta;22:20;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
91.458.133/0001-61;CONSTANTINA TURISMO LTDA.;27/04/2019;10-0005-61;CASCA(RS) - JURUENA(MT);EXECUTIVO;ida;07:30;;x;;;;;;x;;;;;;;;;;;
91.458.133/0001-61;CONSTANTINA TURISMO LTDA.;27/04/2019;10-0005-61;CASCA(RS) - JURUENA(MT);EXECUTIVO;volta;20:20;;;;x;;;;x;;;;;;;;;;;
91.458.133/0001-61;CONSTANTINA TURISMO LTDA.;22/07/2016;10-0006-00;MARAU(RS) - JUINA(MT);CONVEN. C/ SANITÁRIO;ida;08:00;;;x;;;;;x;x;x;x;x;x;x;x;x;x;x;x
91.458.133/0001-61;CONSTANTINA TURISMO LTDA.;22/07/2016;10-0006-00;MARAU(RS) - JUINA(MT);CONVEN. C/ SANITÁRIO;volta;08:30;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
91.458.133/0001-61;CONSTANTINA TURISMO LTDA.;22/07/2016;11-0004-00;SINOP(MT) - PASSO FUNDO(RS);CONVEN. C/ SANITÁRIO;ida;10:00;;;;;x;;;x;x;x;x;x;x;x;x;x;x;x;x
91.458.133/0001-61;CONSTANTINA TURISMO LTDA.;22/07/2016;11-0004-00;SINOP(MT) - PASSO FUNDO(RS);CONVEN. C/ SANITÁRIO;volta;08:00;;x;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
91.458.133/0001-61;CONSTANTINA TURISMO LTDA.;22/07/2016;11-0004-00;SINOP(MT) - PASSO FUNDO(RS);CONVEN. C/ SANITÁRIO;volta;08:30;;x;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
91.458.133/0001-61;CONSTANTINA TURISMO LTDA.;22/07/2016;11-0004-61;SINOP(MT) - PASSO FUNDO(RS);EXECUTIVO;ida;10:00;;;x;;;;;;;;;;;x;;;;;x
91.458.133/0001-61;CONSTANTINA TURISMO LTDA.;22/07/2016;11-0004-61;SINOP(MT) - PASSO FUNDO(RS);EXECUTIVO;volta;18:30;;;;;;;x;x;;;;;;;;;;;x
91.458.133/0001-61;CONSTANTINA TURISMO LTDA.;22/07/2016;11-0005-00;JUINA(MT) - PASSO FUNDO(RS);CONVEN. C/ SANITÁRIO;ida;08:30;;;;x;;;;x;x;x;x;x;x;x;x;x;x;x;x
91.458.133/0001-61;CONSTANTINA TURISMO LTDA.;22/07/2016;11-0005-00;JUINA(MT) - PASSO FUNDO(RS);CONVEN. C/ SANITÁRIO;volta;08:30;x;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
91.458.133/0001-61;CONSTANTINA TURISMO LTDA.;22/07/2016;11-0005-61;JUINA(MT) - PASSO FUNDO(RS);EXECUTIVO;ida;08:30;x;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
91.458.133/0001-61;CONSTANTINA TURISMO LTDA.;22/07/2016;11-0005-61;JUINA(MT) - PASSO FUNDO(RS);EXECUTIVO;ida;08:30;;x;;x;;x;x;x;;;;;;;;;;;x
91.458.133/0001-61;CONSTANTINA TURISMO LTDA.;22/07/2016;11-0005-61;JUINA(MT) - PASSO FUNDO(RS);EXECUTIVO;ida;08:30;;x;;x;;;x;x;;;;;;;;;;;x
91.458.133/0001-61;CONSTANTINA TURISMO LTDA.;22/07/2016;11-0005-61;JUINA(MT) - PASSO FUNDO(RS);EXECUTIVO;volta;08:30;;;;;x;;;x;x;x;x;x;x;x;x;x;x;x;x
05.051.769/0001-52;COSTA TURISMO (ANTONIO PEDRO DA SILVA TRANSPORTE - EIRELI - ME);01/01/2016;12-0110-00;GOIANIA(GO) - CRISTINO CASTRO(PI);CONVEN. C/ SANITÁRIO;ida;14:30;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
05.051.769/0001-52;COSTA TURISMO (ANTONIO PEDRO DA SILVA TRANSPORTE - EIRELI - ME);01/01/2016;12-0110-00;GOIANIA(GO) - CRISTINO CASTRO(PI);CONVEN. C/ SANITÁRIO;volta;13:00;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
05.051.769/0001-52;COSTA TURISMO (ANTONIO PEDRO DA SILVA TRANSPORTE - EIRELI - ME);01/07/2020;12-0110-60;GOIANIA(GO) - CRISTINO CASTRO(PI);EXECUTIVO;ida;14:30;;;;x;;;;x;x;x;x;x;x;x;x;x;x;x;x
05.051.769/0001-52;COSTA TURISMO (ANTONIO PEDRO DA SILVA TRANSPORTE - EIRELI - ME);01/07/2020;12-0110-60;GOIANIA(GO) - CRISTINO CASTRO(PI);EXECUTIVO;volta;13:00;;;x;;;;;x;x;x;x;x;x;x;x;x;x;x;x
05.051.769/0001-52;COSTA TURISMO (ANTONIO PEDRO DA SILVA TRANSPORTE - EIRELI - ME);09/09/2016;12-0111-00;BRASILIA(DF) - FORMOSA DA SERRA NEGRA(MA);CONVEN. C/ SANITÁRIO;ida;19:30;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
05.051.769/0001-52;COSTA TURISMO (ANTONIO PEDRO DA SILVA TRANSPORTE - EIRELI - ME);09/09/2016;12-0111-00;BRASILIA(DF) - FORMOSA DA SERRA NEGRA(MA);CONVEN. C/ SANITÁRIO;volta;05:30;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
08.836.842/0001-90;COUTINHO & FERREIRA SERVIÇOS E TRANSPORTE LTDA;08/09/2017;12-1837-70;NOVO GAMA(GO) - BRASILIA(DF);SEMI-URBANO;ida;08:15;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
08.836.842/0001-90;COUTINHO & FERREIRA SERVIÇOS E TRANSPORTE LTDA;08/09/2017;12-1837-70;NOVO GAMA(GO) - BRASILIA(DF);SEMI-URBANO;ida;08:45;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
08.836.842/0001-90;COUTINHO & FERREIRA SERVIÇOS E TRANSPORTE LTDA;08/09/2017;12-1837-70;NOVO GAMA(GO) - BRASILIA(DF);SEMI-URBANO;ida;09:20;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
08.836.842/0001-90;COUTINHO & FERREIRA SERVIÇOS E TRANSPORTE LTDA;08/09/2017;12-1837-70;NOVO GAMA(GO) - BRASILIA(DF);SEMI-URBANO;ida;09:40;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
08.836.842/0001-90;COUTINHO & FERREIRA SERVIÇOS E TRANSPORTE LTDA;08/09/2017;12-1837-70;NOVO GAMA(GO) - BRASILIA(DF);SEMI-URBANO;ida;10:20;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
08.836.842/0001-90;COUTINHO & FERREIRA SERVIÇOS E TRANSPORTE LTDA;08/09/2017;12-1837-70;NOVO GAMA(GO) - BRASILIA(DF);SEMI-URBANO;ida;11:40;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
08.836.842/0001-90;COUTINHO & FERREIRA SERVIÇOS E TRANSPORTE LTDA;08/09/2017;12-1837-70;NOVO GAMA(GO) - BRASILIA(DF);SEMI-URBANO;ida;12:20;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
08.836.842/0001-90;COUTINHO & FERREIRA SERVIÇOS E TRANSPORTE LTDA;08/09/2017;12-1837-70;NOVO GAMA(GO) - BRASILIA(DF);SEMI-URBANO;ida;12:40;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
08.836.842/0001-90;COUTINHO & FERREIRA SERVIÇOS E TRANSPORTE LTDA;08/09/2017;12-1837-70;NOVO GAMA(GO) - BRASILIA(DF);SEMI-URBANO;ida;13:20;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
08.836.842/0001-90;COUTINHO & FERREIRA SERVIÇOS E TRANSPORTE LTDA;08/09/2017;12-1837-70;NOVO GAMA(GO) - BRASILIA(DF);SEMI-URBANO;ida;13:40;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
08.836.842/0001-90;COUTINHO & FERREIRA SERVIÇOS E TRANSPORTE LTDA;08/09/2017;12-1837-70;NOVO GAMA(GO) - BRASILIA(DF);SEMI-URBANO;ida;14:20;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
08.836.842/0001-90;COUTINHO & FERREIRA SERVIÇOS E TRANSPORTE LTDA;08/09/2017;12-1837-70;NOVO GAMA(GO) - BRASILIA(DF);SEMI-URBANO;ida;15:15;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
08.836.842/0001-90;COUTINHO & FERREIRA SERVIÇOS E TRANSPORTE LTDA;08/09/2017;12-1837-70;NOVO GAMA(GO) - BRASILIA(DF);SEMI-URBANO;ida;15:45;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
08.836.842/0001-90;COUTINHO & FERREIRA SERVIÇOS E TRANSPORTE LTDA;08/09/2017;12-1837-70;NOVO GAMA(GO) - BRASILIA(DF);SEMI-URBANO;ida;16:10;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
08.836.842/0001-90;COUTINHO & FERREIRA SERVIÇOS E TRANSPORTE LTDA;08/09/2017;12-1837-70;NOVO GAMA(GO) - BRASILIA(DF);SEMI-URBANO;ida;16:20;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
08.836.842/0001-90;COUTINHO & FERREIRA SERVIÇOS E TRANSPORTE LTDA;08/09/2017;12-1837-70;NOVO GAMA(GO) - BRASILIA(DF);SEMI-URBANO;ida;16:45;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
08.836.842/0001-90;COUTINHO & FERREIRA SERVIÇOS E TRANSPORTE LTDA;08/09/2017;12-1837-70;NOVO GAMA(GO) - BRASILIA(DF);SEMI-URBANO;ida;17:15;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
08.836.842/0001-90;COUTINHO & FERREIRA SERVIÇOS E TRANSPORTE LTDA;08/09/2017;12-1837-70;NOVO GAMA(GO) - BRASILIA(DF);SEMI-URBANO;ida;17:45;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
08.836.842/0001-90;COUTINHO & FERREIRA SERVIÇOS E TRANSPORTE LTDA;08/09/2017;12-1837-70;NOVO GAMA(GO) - BRASILIA(DF);SEMI-URBANO;ida;18:20;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
08.836.842/0001-90;COUTINHO & FERREIRA SERVIÇOS E TRANSPORTE LTDA;08/09/2017;12-1837-70;NOVO GAMA(GO) - BRASILIA(DF);SEMI-URBANO;ida;18:40;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
08.836.842/0001-90;COUTINHO & FERREIRA SERVIÇOS E TRANSPORTE LTDA;08/09/2017;12-1837-70;NOVO GAMA(GO) - BRASILIA(DF);SEMI-URBANO;ida;19:30;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
08.836.842/0001-90;COUTINHO & FERREIRA SERVIÇOS E TRANSPORTE LTDA;08/09/2017;12-1837-70;NOVO GAMA(GO) - BRASILIA(DF);SEMI-URBANO;ida;20:40;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
08.836.842/0001-90;COUTINHO & FERREIRA SERVIÇOS E TRANSPORTE LTDA;08/09/2017;12-1837-70;NOVO GAMA(GO) - BRASILIA(DF);SEMI-URBANO;ida;21:40;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
08.836.842/0001-90;COUTINHO & FERREIRA SERVIÇOS E TRANSPORTE LTDA;08/09/2017;12-1837-70;NOVO GAMA(GO) - BRASILIA(DF);SEMI-URBANO;ida;22:40;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
08.836.842/0001-90;COUTINHO & FERREIRA SERVIÇOS E TRANSPORTE LTDA;08/09/2017;12-1837-70;NOVO GAMA(GO) - BRASILIA(DF);SEMI-URBANO;volta;00:00;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
08.836.842/0001-90;COUTINHO & FERREIRA SERVIÇOS E TRANSPORTE LTDA;08/09/2017;12-1837-70;NOVO GAMA(GO) - BRASILIA(DF);SEMI-URBANO;volta;06:10;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
08.836.842/0001-90;COUTINHO & FERREIRA SERVIÇOS E TRANSPORTE LTDA;08/09/2017;12-1837-70;NOVO GAMA(GO) - BRASILIA(DF);SEMI-URBANO;volta;09:30;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
08.836.842/0001-90;COUTINHO & FERREIRA SERVIÇOS E TRANSPORTE LTDA;08/09/2017;12-1837-70;NOVO GAMA(GO) - BRASILIA(DF);SEMI-URBANO;volta;09:45;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
08.836.842/0001-90;COUTINHO & FERREIRA SERVIÇOS E TRANSPORTE LTDA;08/09/2017;12-1837-70;NOVO GAMA(GO) - BRASILIA(DF);SEMI-URBANO;volta;10:20;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
08.836.842/0001-90;COUTINHO & FERREIRA SERVIÇOS E TRANSPORTE LTDA;08/09/2017;12-1837-70;NOVO GAMA(GO) - BRASILIA(DF);SEMI-URBANO;volta;10:40;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
08.836.842/0001-90;COUTINHO & FERREIRA SERVIÇOS E TRANSPORTE LTDA;08/09/2017;12-1837-70;NOVO GAMA(GO) - BRASILIA(DF);SEMI-URBANO;volta;11:20;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
08.836.842/0001-90;COUTINHO & FERREIRA SERVIÇOS E TRANSPORTE LTDA;08/09/2017;12-1837-70;NOVO GAMA(GO) - BRASILIA(DF);SEMI-URBANO;volta;13:20;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
08.836.842/0001-90;COUTINHO & FERREIRA SERVIÇOS E TRANSPORTE LTDA;08/09/2017;12-1837-70;NOVO GAMA(GO) - BRASILIA(DF);SEMI-URBANO;volta;14:00;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
08.836.842/0001-90;COUTINHO & FERREIRA SERVIÇOS E TRANSPORTE LTDA;08/09/2017;12-1837-70;NOVO GAMA(GO) - BRASILIA(DF);SEMI-URBANO;volta;14:30;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
08.836.842/0001-90;COUTINHO & FERREIRA SERVIÇOS E TRANSPORTE LTDA;08/09/2017;12-1837-70;NOVO GAMA(GO) - BRASILIA(DF);SEMI-URBANO;volta;15:00;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
08.836.842/0001-90;COUTINHO & FERREIRA SERVIÇOS E TRANSPORTE LTDA;08/09/2017;12-1837-70;NOVO GAMA(GO) - BRASILIA(DF);SEMI-URBANO;volta;15:30;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
08.836.842/0001-90;COUTINHO & FERREIRA SERVIÇOS E TRANSPORTE LTDA;08/09/2017;12-1837-70;NOVO GAMA(GO) - BRASILIA(DF);SEMI-URBANO;volta;16:00;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
08.836.842/0001-90;COUTINHO & FERREIRA SERVIÇOS E TRANSPORTE LTDA;08/09/2017;12-1837-70;NOVO GAMA(GO) - BRASILIA(DF);SEMI-URBANO;volta;16:48;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
08.836.842/0001-90;COUTINHO & FERREIRA SERVIÇOS E TRANSPORTE LTDA;08/09/2017;12-1837-70;NOVO GAMA(GO) - BRASILIA(DF);SEMI-URBANO;volta;17:10;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
08.836.842/0001-90;COUTINHO & FERREIRA SERVIÇOS E TRANSPORTE LTDA;08/09/2017;12-1837-70;NOVO GAMA(GO) - BRASILIA(DF);SEMI-URBANO;volta;17:30;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
08.836.842/0001-90;COUTINHO & FERREIRA SERVIÇOS E TRANSPORTE LTDA;08/09/2017;12-1837-70;NOVO GAMA(GO) - BRASILIA(DF);SEMI-URBANO;volta;18:00;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
08.836.842/0001-90;COUTINHO & FERREIRA SERVIÇOS E TRANSPORTE LTDA;08/09/2017;12-1837-70;NOVO GAMA(GO) - BRASILIA(DF);SEMI-URBANO;volta;18:24;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
08.836.842/0001-90;COUTINHO & FERREIRA SERVIÇOS E TRANSPORTE LTDA;08/09/2017;12-1837-70;NOVO GAMA(GO) - BRASILIA(DF);SEMI-URBANO;volta;18:48;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
08.836.842/0001-90;COUTINHO & FERREIRA SERVIÇOS E TRANSPORTE LTDA;08/09/2017;12-1837-70;NOVO GAMA(GO) - BRASILIA(DF);SEMI-URBANO;volta;19:20;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
08.836.842/0001-90;COUTINHO & FERREIRA SERVIÇOS E TRANSPORTE LTDA;08/09/2017;12-1837-70;NOVO GAMA(GO) - BRASILIA(DF);SEMI-URBANO;volta;20:00;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
08.836.842/0001-90;COUTINHO & FERREIRA SERVIÇOS E TRANSPORTE LTDA;08/09/2017;12-1837-70;NOVO GAMA(GO) - BRASILIA(DF);SEMI-URBANO;volta;21:00;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
08.836.842/0001-90;COUTINHO & FERREIRA SERVIÇOS E TRANSPORTE LTDA;08/09/2017;12-1837-70;NOVO GAMA(GO) - BRASILIA(DF);SEMI-URBANO;volta;22:00;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
08.836.842/0001-90;COUTINHO & FERREIRA SERVIÇOS E TRANSPORTE LTDA;08/09/2017;12-1837-70;NOVO GAMA(GO) - BRASILIA(DF);SEMI-URBANO;volta;23:00;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
04.801.028/0001-89;DANISTUR TRANSPORTE RODOVIARIO LTDA;22/04/2020;12-0489-60;GOIANIA(GO) - XINGUARA(PA);EXECUTIVO;ida;14:00;;x;x;;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
04.801.028/0001-89;DANISTUR TRANSPORTE RODOVIARIO LTDA;22/04/2020;12-0489-60;GOIANIA(GO) - XINGUARA(PA);EXECUTIVO;volta;09:30;;x;;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
11.482.281/0001-82;EDSON AG.DE VIAGENS EXPRESSO E TURISMO EIRELI;01/01/2016;05-0121-00;CHORROCHO(BA) - SAO PAULO(SP);CONVEN. C/ SANITÁRIO;ida;06:00;;x;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
11.482.281/0001-82;EDSON AG.DE VIAGENS EXPRESSO E TURISMO EIRELI;01/01/2016;05-0121-00;CHORROCHO(BA) - SAO PAULO(SP);CONVEN. C/ SANITÁRIO;volta;08:00;;;;;x;;;x;x;x;x;x;x;x;x;x;x;x;x
11.482.281/0001-82;EDSON AG.DE VIAGENS EXPRESSO E TURISMO EIRELI;01/01/2016;05-0122-00;CHORROCHO(BA) - SAO PAULO(SP);CONVEN. C/ SANITÁRIO;ida;06:00;;;;x;;;;x;x;x;x;x;x;x;x;x;x;x;x
11.482.281/0001-82;EDSON AG.DE VIAGENS EXPRESSO E TURISMO EIRELI;01/01/2016;05-0122-00;CHORROCHO(BA) - SAO PAULO(SP);CONVEN. C/ SANITÁRIO;volta;09:30;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
11.482.281/0001-82;EDSON AG.DE VIAGENS EXPRESSO E TURISMO EIRELI;28/04/2018;05-0209-00;CHORROCHO(BA) - SAO PAULO(SP);CONVEN. C/ SANITÁRIO;ida;05:00;;;;;x;;;x;x;x;x;x;x;x;x;x;x;x;x
11.482.281/0001-82;EDSON AG.DE VIAGENS EXPRESSO E TURISMO EIRELI;28/04/2018;05-0209-00;CHORROCHO(BA) - SAO PAULO(SP);CONVEN. C/ SANITÁRIO;volta;05:00;;x;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
11.482.281/0001-82;EDSON AG.DE VIAGENS EXPRESSO E TURISMO EIRELI;06/04/2018;06-0379-00;MONTES CLAROS(MG) - CAMPINAS(SP);CONVEN. C/ SANITÁRIO;ida;00:00;;;;;x;;;x;x;x;x;x;x;x;x;x;x;x;x
11.482.281/0001-82;EDSON AG.DE VIAGENS EXPRESSO E TURISMO EIRELI;06/04/2018;06-0379-00;MONTES CLAROS(MG) - CAMPINAS(SP);CONVEN. C/ SANITÁRIO;volta;00:00;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
10.788.677/0001-90;EMPRESA AUTO VIAÇÃO PROGRESSO S/A;08/07/2016;03-0004-00;IGUATU(CE) - RECIFE(PE);CONVEN. C/ SANITÁRIO;ida;18:00;;x;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
10.788.677/0001-90;EMPRESA AUTO VIAÇÃO PROGRESSO S/A;08/07/2016;03-0004-00;IGUATU(CE) - RECIFE(PE);CONVEN. C/ SANITÁRIO;volta;20:15;;x;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
10.788.677/0001-90;EMPRESA AUTO VIAÇÃO PROGRESSO S/A;05/10/2017;03-0004-41;IGUATU(CE) - RECIFE(PE);LEITO COM AR;ida;18:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
10.788.677/0001-90;EMPRESA AUTO VIAÇÃO PROGRESSO S/A;05/10/2017;03-0004-41;IGUATU(CE) - RECIFE(PE);LEITO COM AR;volta;20:15;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
10.788.677/0001-90;EMPRESA AUTO VIAÇÃO PROGRESSO S/A;08/07/2016;03-0004-61;IGUATU(CE) - RECIFE(PE);EXECUTIVO;ida;18:00;x;;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
10.788.677/0001-90;EMPRESA AUTO VIAÇÃO PROGRESSO S/A;08/07/2016;03-0004-61;IGUATU(CE) - RECIFE(PE);EXECUTIVO;volta;20:15;x;;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
10.788.677/0001-90;EMPRESA AUTO VIAÇÃO PROGRESSO S/A;08/07/2016;03-0005-00;IGUATU(CE) - RECIFE(PE);CONVEN. C/ SANITÁRIO;ida;17:00;;;;;x;;;x;x;x;x;x;x;x;x;x;x;x;x
10.788.677/0001-90;EMPRESA AUTO VIAÇÃO PROGRESSO S/A;08/07/2016;03-0005-00;IGUATU(CE) - RECIFE(PE);CONVEN. C/ SANITÁRIO;volta;20:30;;;;;x;;;x;x;x;x;x;x;x;x;x;x;x;x
10.788.677/0001-90;EMPRESA AUTO VIAÇÃO PROGRESSO S/A;01/01/2016;03-0005-61;IGUATU(CE) - RECIFE(PE);EXECUTIVO;ida;17:00;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x;x
